,0
777,"at(66992, 'di', 79956)"
778,"at(66992, 'di', 84292)"
779,"at(66992, 'di', 227679)"
780,"at(70691, 'di', 209739)"
781,"at(70691, 'di', 83366)"
782,"at(70691, 'di', 242314)"
783,"at(70691, 'di', 153958)"
784,"at(70691, 'di', 154505)"
785,"at(70691, 'di', 105298)"
786,"at(70691, 'di', 137331)"
787,"at(70691, 'di', 126139)"
788,"at(70691, 'di', 160377)"
789,"at(70691, 'di', 110523)"
790,"at(70691, 'di', 252889)"
791,"at(70691, 'di', 245046)"
792,"at(70691, 'di', 192571)"
793,"at(70691, 'di', 206406)"
794,"at(70691, 'di', 176647)"
795,"at(70691, 'di', 103862)"
796,"at(70691, 'di', 228176)"
797,"at(70691, 'di', 196678)"
798,"at(70691, 'di', 83220)"
799,"at(70691, 'di', 256480)"
800,"at(70691, 'di', 176085)"
801,"at(70691, 'di', 89835)"
802,"at(70691, 'di', 137590)"
803,"at(70691, 'di', 242053)"
804,"at(70691, 'di', 76513)"
805,"at(70691, 'di', 122689)"
806,"at(70691, 'di', 254282)"
807,"at(70691, 'di', 138041)"
808,"at(70691, 'di', 155993)"
809,"at(70691, 'di', 219690)"
810,"at(70691, 'di', 110136)"
811,"at(70691, 'di', 171685)"
812,"at(70691, 'di', 202327)"
813,"at(70691, 'di', 73869)"
814,"at(70691, 'di', 153228)"
815,"at(70691, 'di', 221862)"
816,"at(70691, 'di', 84292)"
817,"at(70691, 'di', 241538)"
818,"at(70691, 'di', 209419)"
819,"at(70691, 'di', 179357)"
820,"at(70691, 'di', 74312)"
821,"at(70691, 'di', 208105)"
822,"at(70691, 'di', 79956)"
823,"at(70691, 'di', 227679)"
824,"at(73869, 'di', 202327)"
825,"at(73869, 'di', 241538)"
826,"at(73869, 'di', 209419)"
827,"at(73869, 'di', 155993)"
828,"at(73869, 'di', 138041)"
829,"at(73869, 'di', 179357)"
830,"at(73869, 'di', 221862)"
831,"at(73869, 'di', 153228)"
832,"at(73869, 'di', 74312)"
833,"at(73869, 'di', 208105)"
834,"at(73869, 'di', 219690)"
835,"at(73869, 'di', 137590)"
836,"at(73869, 'di', 192571)"
837,"at(73869, 'di', 79956)"
838,"at(73869, 'di', 242053)"
839,"at(73869, 'di', 254282)"
840,"at(73869, 'di', 76513)"
841,"at(73869, 'di', 227679)"
842,"at(73869, 'di', 245046)"
843,"at(73869, 'di', 83220)"
844,"at(73869, 'di', 196678)"
845,"at(73869, 'di', 176085)"
846,"at(73869, 'di', 256480)"
847,"at(73869, 'di', 122689)"
848,"at(73869, 'di', 228176)"
849,"at(73869, 'di', 160377)"
850,"at(73869, 'di', 176647)"
851,"at(73869, 'di', 171685)"
852,"at(73869, 'di', 89835)"
853,"at(73869, 'di', 83366)"
854,"at(73869, 'di', 126139)"
855,"at(73869, 'di', 154505)"
856,"at(73869, 'di', 242314)"
857,"at(73869, 'di', 105298)"
858,"at(73869, 'di', 209739)"
859,"at(73869, 'di', 252889)"
860,"at(73869, 'di', 153958)"
861,"at(73869, 'di', 206406)"
862,"at(73869, 'di', 103862)"
863,"at(73869, 'di', 110523)"
864,"at(73869, 'di', 137331)"
865,"at(73869, 'di', 110136)"
866,"at(73869, 'di', 84292)"
867,"at(74312, 'di', 221862)"
868,"at(74312, 'di', 179357)"
869,"at(74312, 'di', 153228)"
870,"at(74312, 'di', 241538)"
871,"at(74312, 'di', 202327)"
872,"at(74312, 'di', 219690)"
873,"at(74312, 'di', 155993)"
874,"at(74312, 'di', 209419)"
875,"at(74312, 'di', 137590)"
876,"at(74312, 'di', 254282)"
877,"at(74312, 'di', 242053)"
878,"at(74312, 'di', 76513)"
879,"at(74312, 'di', 227679)"
880,"at(74312, 'di', 79956)"
881,"at(74312, 'di', 176085)"
882,"at(74312, 'di', 138041)"
883,"at(74312, 'di', 83220)"
884,"at(74312, 'di', 196678)"
885,"at(74312, 'di', 122689)"
886,"at(74312, 'di', 256480)"
887,"at(74312, 'di', 192571)"
888,"at(74312, 'di', 171685)"
889,"at(74312, 'di', 208105)"
890,"at(74312, 'di', 228176)"
891,"at(74312, 'di', 245046)"
892,"at(74312, 'di', 89835)"
893,"at(74312, 'di', 160377)"
894,"at(74312, 'di', 103862)"
895,"at(74312, 'di', 83366)"
896,"at(74312, 'di', 206406)"
897,"at(74312, 'di', 176647)"
898,"at(74312, 'di', 242314)"
899,"at(74312, 'di', 252889)"
900,"at(74312, 'di', 110136)"
901,"at(74312, 'di', 105298)"
902,"at(74312, 'di', 154505)"
903,"at(74312, 'di', 126139)"
904,"at(74312, 'di', 209739)"
905,"at(74312, 'di', 110523)"
906,"at(74312, 'di', 84292)"
907,"at(74312, 'di', 153958)"
908,"at(74312, 'di', 137331)"
909,"at(76513, 'ov', 254282)"
910,"at(76513, 'di', 242053)"
911,"at(76513, 'di', 83220)"
912,"at(76513, 'di', 196678)"
913,"at(76513, 'di', 137590)"
914,"at(76513, 'di', 176085)"
915,"at(76513, 'di', 219690)"
916,"at(76513, 'di', 256480)"
917,"at(76513, 'di', 122689)"
918,"at(76513, 'di', 228176)"
919,"at(76513, 'di', 153228)"
920,"at(76513, 'di', 89835)"
921,"at(76513, 'di', 171685)"
922,"at(76513, 'di', 155993)"
923,"at(76513, 'di', 192571)"
924,"at(76513, 'di', 160377)"
925,"at(76513, 'di', 245046)"
926,"at(76513, 'di', 221862)"
927,"at(76513, 'di', 202327)"
928,"at(76513, 'di', 179357)"
929,"at(76513, 'di', 138041)"
930,"at(76513, 'di', 241538)"
931,"at(76513, 'di', 209419)"
932,"at(76513, 'di', 103862)"
933,"at(76513, 'di', 206406)"
934,"at(76513, 'di', 252889)"
935,"at(76513, 'di', 242314)"
936,"at(76513, 'di', 83366)"
937,"at(76513, 'di', 105298)"
938,"at(76513, 'di', 110136)"
939,"at(76513, 'di', 110523)"
940,"at(76513, 'di', 154505)"
941,"at(76513, 'di', 209739)"
942,"at(76513, 'di', 84292)"
943,"at(76513, 'di', 208105)"
944,"at(76513, 'di', 79956)"
945,"at(76513, 'di', 153958)"
946,"at(76513, 'di', 126139)"
947,"at(76513, 'di', 176647)"
948,"at(76513, 'di', 137331)"
949,"at(76513, 'di', 227679)"
950,"at(79956, 'di', 227679)"
951,"at(79956, 'di', 208105)"
952,"at(79956, 'di', 209419)"
953,"at(79956, 'di', 241538)"
954,"at(79956, 'di', 179357)"
955,"at(79956, 'di', 202327)"
956,"at(79956, 'di', 221862)"
957,"at(79956, 'di', 153228)"
958,"at(79956, 'di', 155993)"
959,"at(79956, 'di', 138041)"
960,"at(79956, 'di', 219690)"
961,"at(79956, 'di', 137590)"
962,"at(79956, 'di', 242053)"
963,"at(79956, 'di', 254282)"
964,"at(79956, 'di', 192571)"
965,"at(79956, 'di', 83220)"
966,"at(79956, 'di', 196678)"
967,"at(79956, 'di', 176085)"
968,"at(79956, 'di', 245046)"
969,"at(79956, 'di', 256480)"
970,"at(79956, 'di', 122689)"
971,"at(79956, 'di', 176647)"
972,"at(79956, 'di', 228176)"
973,"at(79956, 'di', 171685)"
974,"at(79956, 'di', 160377)"
975,"at(79956, 'di', 89835)"
976,"at(79956, 'di', 126139)"
977,"at(79956, 'di', 83366)"
978,"at(79956, 'di', 154505)"
979,"at(79956, 'di', 242314)"
980,"at(79956, 'di', 105298)"
981,"at(79956, 'di', 209739)"
982,"at(79956, 'di', 103862)"
983,"at(79956, 'di', 206406)"
984,"at(79956, 'di', 252889)"
985,"at(79956, 'di', 153958)"
986,"at(79956, 'di', 110523)"
987,"at(79956, 'ov', 110136)"
988,"at(79956, 'di', 137331)"
989,"at(79956, 'di', 84292)"
990,"at(83220, 'di', 196678)"
991,"at(83220, 'di', 176085)"
992,"at(83220, 'di', 256480)"
993,"at(83220, 'di', 242053)"
994,"at(83220, 'di', 122689)"
995,"at(83220, 'di', 254282)"
996,"at(83220, 'di', 228176)"
997,"at(83220, 'di', 137590)"
998,"at(83220, 'di', 219690)"
999,"at(83220, 'di', 89835)"
1000,"at(83220, 'di', 160377)"
1001,"at(83220, 'di', 171685)"
1002,"at(83220, 'di', 245046)"
1003,"at(83220, 'di', 192571)"
1004,"at(83220, 'di', 155993)"
1005,"at(83220, 'di', 153228)"
1006,"at(83220, 'di', 221862)"
1007,"at(83220, 'di', 202327)"
1008,"at(83220, 'di', 103862)"
1009,"at(83220, 'di', 179357)"
1010,"at(83220, 'di', 206406)"
1011,"at(83220, 'di', 138041)"
1012,"at(83220, 'di', 252889)"
1013,"at(83220, 'di', 105298)"
1014,"at(83220, 'di', 242314)"
1015,"at(83220, 'di', 241538)"
1016,"at(83220, 'di', 83366)"
1017,"at(83220, 'di', 110136)"
1018,"at(83220, 'di', 209419)"
1019,"at(83220, 'di', 110523)"
1020,"at(83220, 'di', 209739)"
1021,"at(83220, 'di', 154505)"
1022,"at(83220, 'di', 153958)"
1023,"at(83220, 'di', 84292)"
1024,"at(83220, 'di', 137331)"
1025,"at(83220, 'di', 126139)"
1026,"at(83220, 'di', 176647)"
1027,"at(83220, 'di', 208105)"
1028,"at(83220, 'di', 227679)"
1029,"at(83366, 'di', 242314)"
1030,"at(83366, 'di', 154505)"
1031,"at(83366, 'di', 209739)"
1032,"at(83366, 'di', 153958)"
1033,"at(83366, 'di', 105298)"
1034,"at(83366, 'di', 245046)"
1035,"at(83366, 'di', 160377)"
1036,"at(83366, 'di', 126139)"
1037,"at(83366, 'di', 137331)"
1038,"at(83366, 'di', 110523)"
1039,"at(83366, 'di', 252889)"
1040,"at(83366, 'di', 192571)"
1041,"at(83366, 'di', 176647)"
1042,"at(83366, 'di', 206406)"
1043,"at(83366, 'di', 196678)"
1044,"at(83366, 'di', 228176)"
1045,"at(83366, 'di', 103862)"
1046,"at(83366, 'di', 256480)"
1047,"at(83366, 'di', 137590)"
1048,"at(83366, 'di', 176085)"
1049,"at(83366, 'di', 242053)"
1050,"at(83366, 'di', 138041)"
1051,"at(83366, 'di', 122689)"
1052,"at(83366, 'di', 89835)"
1053,"at(83366, 'di', 254282)"
1054,"at(83366, 'di', 155993)"
1055,"at(83366, 'di', 219690)"
1056,"at(83366, 'di', 202327)"
1057,"at(83366, 'di', 171685)"
1058,"at(83366, 'di', 110136)"
1059,"at(83366, 'di', 153228)"
1060,"at(83366, 'di', 221862)"
1061,"at(83366, 'di', 241538)"
1062,"at(83366, 'di', 209419)"
1063,"at(83366, 'di', 179357)"
1064,"at(83366, 'di', 84292)"
1065,"at(83366, 'di', 208105)"
1066,"at(83366, 'di', 227679)"
1067,"at(84292, 'di', 110136)"
1068,"at(84292, 'di', 103862)"
1069,"at(84292, 'di', 206406)"
1070,"at(84292, 'di', 89835)"
1071,"at(84292, 'di', 171685)"
1072,"at(84292, 'di', 252889)"
1073,"at(84292, 'di', 228176)"
1074,"at(84292, 'di', 110523)"
1075,"at(84292, 'di', 122689)"
1076,"at(84292, 'di', 256480)"
1077,"at(84292, 'di', 176085)"
1078,"at(84292, 'di', 160377)"
1079,"at(84292, 'di', 196678)"
1080,"at(84292, 'di', 105298)"
1081,"at(84292, 'di', 254282)"
1082,"at(84292, 'di', 242053)"
1083,"at(84292, 'di', 242314)"
1084,"at(84292, 'di', 137590)"
1085,"at(84292, 'di', 137331)"
1086,"at(84292, 'di', 219690)"
1087,"at(84292, 'di', 245046)"
1088,"at(84292, 'di', 209739)"
1089,"at(84292, 'di', 192571)"
1090,"at(84292, 'di', 153958)"
1091,"at(84292, 'di', 153228)"
1092,"at(84292, 'di', 221862)"
1093,"at(84292, 'di', 155993)"
1094,"at(84292, 'di', 154505)"
1095,"at(84292, 'di', 179357)"
1096,"at(84292, 'di', 202327)"
1097,"at(84292, 'di', 138041)"
1098,"at(84292, 'di', 241538)"
1099,"at(84292, 'di', 126139)"
1100,"at(84292, 'di', 209419)"
1101,"at(84292, 'di', 176647)"
1102,"at(84292, 'di', 227679)"
1103,"at(84292, 'di', 208105)"
1104,"at(89835, 'di', 228176)"
1105,"at(89835, 'di', 171685)"
1106,"at(89835, 'di', 122689)"
1107,"at(89835, 'di', 256480)"
1108,"at(89835, 'di', 176085)"
1109,"at(89835, 'di', 196678)"
1110,"at(89835, 'di', 103862)"
1111,"at(89835, 'di', 254282)"
1112,"at(89835, 'di', 160377)"
1113,"at(89835, 'di', 242053)"
1114,"at(89835, 'di', 206406)"
1115,"at(89835, 'di', 110136)"
1116,"at(89835, 'di', 137590)"
1117,"at(89835, 'di', 219690)"
1118,"at(89835, 'di', 252889)"
1119,"at(89835, 'di', 245046)"
1120,"at(89835, 'di', 105298)"
1121,"at(89835, 'di', 110523)"
1122,"at(89835, 'di', 192571)"
1123,"at(89835, 'di', 153228)"
1124,"at(89835, 'di', 242314)"
1125,"at(89835, 'di', 155993)"
1126,"at(89835, 'di', 221862)"
1127,"at(89835, 'di', 179357)"
1128,"at(89835, 'di', 209739)"
1129,"at(89835, 'di', 202327)"
1130,"at(89835, 'di', 137331)"
1131,"at(89835, 'di', 138041)"
1132,"at(89835, 'di', 241538)"
1133,"at(89835, 'di', 153958)"
1134,"at(89835, 'di', 154505)"
1135,"at(89835, 'di', 209419)"
1136,"at(89835, 'di', 126139)"
1137,"at(89835, 'di', 176647)"
1138,"at(89835, 'di', 208105)"
1139,"at(89835, 'di', 227679)"
1140,"at(103862, 'di', 206406)"
1141,"at(103862, 'di', 252889)"
1142,"at(103862, 'di', 110136)"
1143,"at(103862, 'di', 110523)"
1144,"at(103862, 'di', 228176)"
1145,"at(103862, 'di', 160377)"
1146,"at(103862, 'di', 105298)"
1147,"at(103862, 'di', 256480)"
1148,"at(103862, 'di', 122689)"
1149,"at(103862, 'di', 171685)"
1150,"at(103862, 'di', 176085)"
1151,"at(103862, 'di', 196678)"
1152,"at(103862, 'di', 242314)"
1153,"at(103862, 'di', 137331)"
1154,"at(103862, 'di', 209739)"
1155,"at(103862, 'di', 254282)"
1156,"at(103862, 'di', 245046)"
1157,"at(103862, 'di', 242053)"
1158,"at(103862, 'di', 137590)"
1159,"at(103862, 'di', 153958)"
1160,"at(103862, 'di', 219690)"
1161,"at(103862, 'di', 192571)"
1162,"at(103862, 'di', 154505)"
1163,"at(103862, 'di', 155993)"
1164,"at(103862, 'di', 153228)"
1165,"at(103862, 'di', 126139)"
1166,"at(103862, 'di', 221862)"
1167,"at(103862, 'di', 138041)"
1168,"at(103862, 'di', 202327)"
1169,"at(103862, 'di', 179357)"
1170,"at(103862, 'di', 176647)"
1171,"at(103862, 'di', 241538)"
1172,"at(103862, 'di', 209419)"
1173,"at(103862, 'di', 208105)"
1174,"at(103862, 'di', 227679)"
1175,"at(105298, 'di', 242314)"
1176,"at(105298, 'di', 110523)"
1177,"at(105298, 'di', 209739)"
1178,"at(105298, 'di', 252889)"
1179,"at(105298, 'di', 137331)"
1180,"at(105298, 'di', 153958)"
1181,"at(105298, 'di', 160377)"
1182,"at(105298, 'di', 206406)"
1183,"at(105298, 'di', 154505)"
1184,"at(105298, 'di', 245046)"
1185,"at(105298, 'di', 228176)"
1186,"at(105298, 'di', 126139)"
1187,"at(105298, 'di', 196678)"
1188,"at(105298, 'di', 192571)"
1189,"at(105298, 'di', 256480)"
1190,"at(105298, 'di', 176085)"
1191,"at(105298, 'di', 122689)"
1192,"at(105298, 'di', 110136)"
1193,"at(105298, 'di', 242053)"
1194,"at(105298, 'di', 137590)"
1195,"at(105298, 'di', 254282)"
1196,"at(105298, 'di', 171685)"
1197,"at(105298, 'di', 176647)"
1198,"at(105298, 'di', 219690)"
1199,"at(105298, 'di', 155993)"
1200,"at(105298, 'di', 138041)"
1201,"at(105298, 'di', 153228)"
1202,"at(105298, 'di', 202327)"
1203,"at(105298, 'di', 221862)"
1204,"at(105298, 'di', 179357)"
1205,"at(105298, 'di', 241538)"
1206,"at(105298, 'di', 209419)"
1207,"at(105298, 'di', 208105)"
1208,"at(105298, 'di', 227679)"
1209,"at(110136, 'di', 206406)"
1210,"at(110136, 'di', 252889)"
1211,"at(110136, 'di', 171685)"
1212,"at(110136, 'di', 228176)"
1213,"at(110136, 'di', 110523)"
1214,"at(110136, 'di', 122689)"
1215,"at(110136, 'di', 256480)"
1216,"at(110136, 'di', 176085)"
1217,"at(110136, 'di', 160377)"
1218,"at(110136, 'di', 196678)"
1219,"at(110136, 'di', 254282)"
1220,"at(110136, 'di', 242053)"
1221,"at(110136, 'di', 242314)"
1222,"at(110136, 'di', 137590)"
1223,"at(110136, 'di', 137331)"
1224,"at(110136, 'di', 219690)"
1225,"at(110136, 'di', 245046)"
1226,"at(110136, 'di', 209739)"
1227,"at(110136, 'di', 192571)"
1228,"at(110136, 'di', 153958)"
1229,"at(110136, 'di', 153228)"
1230,"at(110136, 'di', 154505)"
1231,"at(110136, 'di', 155993)"
1232,"at(110136, 'di', 221862)"
1233,"at(110136, 'di', 179357)"
1234,"at(110136, 'di', 202327)"
1235,"at(110136, 'di', 138041)"
1236,"at(110136, 'di', 126139)"
1237,"at(110136, 'di', 241538)"
1238,"at(110136, 'di', 209419)"
1239,"at(110136, 'di', 176647)"
1240,"at(110136, 'di', 208105)"
1241,"at(110136, 'di', 227679)"
1242,"at(110523, 'di', 252889)"
1243,"at(110523, 'di', 206406)"
1244,"at(110523, 'di', 137331)"
1245,"at(110523, 'di', 242314)"
1246,"at(110523, 'di', 209739)"
1247,"at(110523, 'di', 160377)"
1248,"at(110523, 'di', 153958)"
1249,"at(110523, 'di', 228176)"
1250,"at(110523, 'di', 154505)"
1251,"at(110523, 'di', 245046)"
1252,"at(110523, 'di', 256480)"
1253,"at(110523, 'di', 196678)"
1254,"at(110523, 'di', 122689)"
1255,"at(110523, 'di', 176085)"
1256,"at(110523, 'di', 192571)"
1257,"at(110523, 'di', 171685)"
1258,"at(110523, 'di', 126139)"
1259,"at(110523, 'di', 242053)"
1260,"at(110523, 'di', 254282)"
1261,"at(110523, 'di', 137590)"
1262,"at(110523, 'di', 219690)"
1263,"at(110523, 'di', 176647)"
1264,"at(110523, 'di', 155993)"
1265,"at(110523, 'di', 138041)"
1266,"at(110523, 'di', 153228)"
1267,"at(110523, 'di', 202327)"
1268,"at(110523, 'di', 221862)"
1269,"at(110523, 'di', 179357)"
1270,"at(110523, 'di', 241538)"
1271,"at(110523, 'di', 209419)"
1272,"at(110523, 'di', 208105)"
1273,"at(110523, 'di', 227679)"
1274,"at(122689, 'di', 256480)"
1275,"at(122689, 'di', 176085)"
1276,"at(122689, 'di', 228176)"
1277,"at(122689, 'di', 196678)"
1278,"at(122689, 'di', 254282)"
1279,"at(122689, 'di', 242053)"
1280,"at(122689, 'di', 171685)"
1281,"at(122689, 'di', 137590)"
1282,"at(122689, 'di', 219690)"
1283,"at(122689, 'di', 160377)"
1284,"at(122689, 'di', 245046)"
1285,"at(122689, 'di', 153228)"
1286,"at(122689, 'di', 192571)"
1287,"at(122689, 'di', 155993)"
1288,"at(122689, 'di', 206406)"
1289,"at(122689, 'di', 221862)"
1290,"at(122689, 'di', 179357)"
1291,"at(122689, 'di', 252889)"
1292,"at(122689, 'di', 202327)"
1293,"at(122689, 'di', 138041)"
1294,"at(122689, 'di', 242314)"
1295,"at(122689, 'di', 241538)"
1296,"at(122689, 'di', 209419)"
1297,"at(122689, 'di', 209739)"
1298,"at(122689, 'di', 154505)"
1299,"at(122689, 'di', 137331)"
1300,"at(122689, 'di', 153958)"
1301,"at(122689, 'di', 126139)"
1302,"at(122689, 'di', 176647)"
1303,"at(122689, 'di', 208105)"
1304,"at(122689, 'di', 227679)"
1305,"at(126139, 'di', 154505)"
1306,"at(126139, 'di', 176647)"
1307,"at(126139, 'di', 153958)"
1308,"at(126139, 'di', 209739)"
1309,"at(126139, 'di', 242314)"
1310,"at(126139, 'di', 245046)"
1311,"at(126139, 'di', 192571)"
1312,"at(126139, 'di', 137331)"
1313,"at(126139, 'di', 160377)"
1314,"at(126139, 'di', 138041)"
1315,"at(126139, 'di', 155993)"
1316,"at(126139, 'di', 252889)"
1317,"at(126139, 'di', 196678)"
1318,"at(126139, 'di', 137590)"
1319,"at(126139, 'di', 242053)"
1320,"at(126139, 'di', 228176)"
1321,"at(126139, 'di', 202327)"
1322,"at(126139, 'di', 256480)"
1323,"at(126139, 'di', 254282)"
1324,"at(126139, 'di', 206406)"
1325,"at(126139, 'di', 176085)"
1326,"at(126139, 'di', 219690)"
1327,"at(126139, 'di', 209419)"
1328,"at(126139, 'di', 241538)"
1329,"at(126139, 'di', 153228)"
1330,"at(126139, 'di', 208105)"
1331,"at(126139, 'di', 221862)"
1332,"at(126139, 'di', 179357)"
1333,"at(126139, 'di', 171685)"
1334,"at(126139, 'di', 227679)"
1335,"at(137331, 'di', 209739)"
1336,"at(137331, 'di', 153958)"
1337,"at(137331, 'di', 242314)"
1338,"at(137331, 'di', 252889)"
1339,"at(137331, 'di', 154505)"
1340,"at(137331, 'di', 206406)"
1341,"at(137331, 'di', 160377)"
1342,"at(137331, 'di', 245046)"
1343,"at(137331, 'di', 228176)"
1344,"at(137331, 'di', 192571)"
1345,"at(137331, 'di', 196678)"
1346,"at(137331, 'di', 256480)"
1347,"at(137331, 'di', 176647)"
1348,"at(137331, 'di', 176085)"
1349,"at(137331, 'di', 242053)"
1350,"at(137331, 'di', 137590)"
1351,"at(137331, 'di', 254282)"
1352,"at(137331, 'di', 171685)"
1353,"at(137331, 'di', 219690)"
1354,"at(137331, 'di', 138041)"
1355,"at(137331, 'di', 155993)"
1356,"at(137331, 'di', 202327)"
1357,"at(137331, 'di', 153228)"
1358,"at(137331, 'di', 221862)"
1359,"at(137331, 'di', 241538)"
1360,"at(137331, 'di', 179357)"
1361,"at(137331, 'di', 209419)"
1362,"at(137331, 'di', 208105)"
1363,"at(137331, 'di', 227679)"
1364,"at(137590, 'di', 242053)"
1365,"at(137590, 'di', 254282)"
1366,"at(137590, 'di', 219690)"
1367,"at(137590, 'di', 196678)"
1368,"at(137590, 'di', 176085)"
1369,"at(137590, 'di', 256480)"
1370,"at(137590, 'di', 155993)"
1371,"at(137590, 'di', 153228)"
1372,"at(137590, 'di', 192571)"
1373,"at(137590, 'di', 228176)"
1374,"at(137590, 'di', 221862)"
1375,"at(137590, 'di', 245046)"
1376,"at(137590, 'di', 202327)"
1377,"at(137590, 'di', 179357)"
1378,"at(137590, 'di', 160377)"
1379,"at(137590, 'di', 138041)"
1380,"at(137590, 'di', 171685)"
1381,"at(137590, 'di', 241538)"
1382,"at(137590, 'di', 209419)"
1383,"at(137590, 'di', 242314)"
1384,"at(137590, 'di', 206406)"
1385,"at(137590, 'di', 252889)"
1386,"at(137590, 'di', 154505)"
1387,"at(137590, 'di', 208105)"
1388,"at(137590, 'di', 209739)"
1389,"at(137590, 'di', 176647)"
1390,"at(137590, 'di', 227679)"
1391,"at(137590, 'di', 153958)"
1392,"at(138041, 'di', 155993)"
1393,"at(138041, 'di', 202327)"
1394,"at(138041, 'di', 192571)"
1395,"at(138041, 'di', 209419)"
1396,"at(138041, 'di', 241538)"
1397,"at(138041, 'di', 245046)"
1398,"at(138041, 'di', 153228)"
1399,"at(138041, 'di', 221862)"
1400,"at(138041, 'di', 179357)"
1401,"at(138041, 'di', 219690)"
1402,"at(138041, 'di', 208105)"
1403,"at(138041, 'di', 242053)"
1404,"at(138041, 'di', 254282)"
1405,"at(138041, 'di', 196678)"
1406,"at(138041, 'di', 176647)"
1407,"at(138041, 'di', 176085)"
1408,"at(138041, 'di', 160377)"
1409,"at(138041, 'di', 256480)"
1410,"at(138041, 'di', 228176)"
1411,"at(138041, 'di', 154505)"
1412,"at(138041, 'di', 227679)"
1413,"at(138041, 'di', 242314)"
1414,"at(138041, 'di', 171685)"
1415,"at(138041, 'di', 209739)"
1416,"at(138041, 'di', 153958)"
1417,"at(138041, 'di', 252889)"
1418,"at(138041, 'di', 206406)"
1419,"at(153228, 'di', 221862)"
1420,"at(153228, 'di', 179357)"
1421,"at(153228, 'di', 219690)"
1422,"at(153228, 'di', 202327)"
1423,"at(153228, 'di', 241538)"
1424,"at(153228, 'di', 155993)"
1425,"at(153228, 'di', 254282)"
1426,"at(153228, 'di', 242053)"
1427,"at(153228, 'di', 209419)"
1428,"at(153228, 'di', 196678)"
1429,"at(153228, 'di', 176085)"
1430,"at(153228, 'di', 256480)"
1431,"at(153228, 'di', 192571)"
1432,"at(153228, 'di', 228176)"
1433,"at(153228, 'di', 245046)"
1434,"at(153228, 'di', 171685)"
1435,"at(153228, 'di', 227679)"
1436,"at(153228, 'di', 208105)"
1437,"at(153228, 'di', 160377)"
1438,"at(153228, 'di', 242314)"
1439,"at(153228, 'di', 176647)"
1440,"at(153228, 'di', 206406)"
1441,"at(153228, 'di', 252889)"
1442,"at(153228, 'di', 154505)"
1443,"at(153228, 'di', 209739)"
1444,"at(153228, 'di', 153958)"
1445,"at(153958, 'di', 209739)"
1446,"at(153958, 'di', 154505)"
1447,"at(153958, 'di', 242314)"
1448,"at(153958, 'di', 252889)"
1449,"at(153958, 'di', 160377)"
1450,"at(153958, 'di', 245046)"
1451,"at(153958, 'di', 176647)"
1452,"at(153958, 'di', 206406)"
1453,"at(153958, 'di', 192571)"
1454,"at(153958, 'di', 228176)"
1455,"at(153958, 'di', 196678)"
1456,"at(153958, 'di', 256480)"
1457,"at(153958, 'di', 176085)"
1458,"at(153958, 'di', 242053)"
1459,"at(153958, 'di', 254282)"
1460,"at(153958, 'di', 155993)"
1461,"at(153958, 'di', 219690)"
1462,"at(153958, 'di', 171685)"
1463,"at(153958, 'di', 202327)"
1464,"at(153958, 'di', 209419)"
1465,"at(153958, 'di', 221862)"
1466,"at(153958, 'di', 241538)"
1467,"at(153958, 'di', 179357)"
1468,"at(153958, 'di', 208105)"
1469,"at(153958, 'di', 227679)"
1470,"at(154505, 'di', 209739)"
1471,"at(154505, 'di', 242314)"
1472,"at(154505, 'di', 176647)"
1473,"at(154505, 'di', 245046)"
1474,"at(154505, 'di', 160377)"
1475,"at(154505, 'di', 192571)"
1476,"at(154505, 'di', 252889)"
1477,"at(154505, 'di', 206406)"
1478,"at(154505, 'di', 196678)"
1479,"at(154505, 'di', 228176)"
1480,"at(154505, 'di', 155993)"
1481,"at(154505, 'di', 242053)"
1482,"at(154505, 'di', 256480)"
1483,"at(154505, 'di', 176085)"
1484,"at(154505, 'di', 254282)"
1485,"at(154505, 'di', 219690)"
1486,"at(154505, 'di', 202327)"
1487,"at(154505, 'di', 209419)"
1488,"at(154505, 'di', 241538)"
1489,"at(154505, 'di', 171685)"
1490,"at(154505, 'di', 221862)"
1491,"at(154505, 'di', 179357)"
1492,"at(154505, 'di', 208105)"
1493,"at(154505, 'di', 227679)"
1494,"at(155993, 'di', 202327)"
1495,"at(155993, 'di', 241538)"
1496,"at(155993, 'di', 192571)"
1497,"at(155993, 'di', 221862)"
1498,"at(155993, 'di', 209419)"
1499,"at(155993, 'di', 219690)"
1500,"at(155993, 'di', 179357)"
1501,"at(155993, 'di', 242053)"
1502,"at(155993, 'di', 254282)"
1503,"at(155993, 'di', 245046)"
1504,"at(155993, 'di', 196678)"
1505,"at(155993, 'di', 176085)"
1506,"at(155993, 'di', 256480)"
1507,"at(155993, 'di', 208105)"
1508,"at(155993, 'di', 228176)"
1509,"at(155993, 'di', 160377)"
1510,"at(155993, 'di', 227679)"
1511,"at(155993, 'di', 171685)"
1512,"at(155993, 'di', 176647)"
1513,"at(155993, 'di', 242314)"
1514,"at(155993, 'di', 209739)"
1515,"at(155993, 'di', 252889)"
1516,"at(155993, 'di', 206406)"
1517,"at(160377, 'di', 245046)"
1518,"at(160377, 'di', 228176)"
1519,"at(160377, 'di', 196678)"
1520,"at(160377, 'di', 242314)"
1521,"at(160377, 'di', 256480)"
1522,"at(160377, 'di', 176085)"
1523,"at(160377, 'di', 252889)"
1524,"at(160377, 'di', 192571)"
